image_name,label,split,shard_name,rel_path
0bb567cfb4d0da5a4a9b.jpg,0,train,shard_0,shard_0/images/0bb567cfb4d0da5a4a9b.jpg
bc4c75a11b0bf92c7e4c.jpg,0,train,shard_0,shard_0/images/bc4c75a11b0bf92c7e4c.jpg
008589b4080a571b2326.jpg,0,train,shard_0,shard_0/images/008589b4080a571b2326.jpg
e5d50cbe56c71f1b5719.jpg,0,train,shard_0,shard_0/images/e5d50cbe56c71f1b5719.jpg
f962d07040ee2cc38a17.jpg,0,train,shard_0,shard_0/images/f962d07040ee2cc38a17.jpg
62e202d8d6a13ebe502e.jpg,0,train,shard_0,shard_0/images/62e202d8d6a13ebe502e.jpg
27db4956df3074c63e80.jpg,1,train,shard_0,shard_0/images/27db4956df3074c63e80.jpg
fe6f44c4e21632981fa1.jpg,0,train,shard_0,shard_0/images/fe6f44c4e21632981fa1.jpg
6b46b0dd9be5cba33cd4.jpg,0,train,shard_0,shard_0/images/6b46b0dd9be5cba33cd4.jpg
e5a40455748ec0780472.jpg,1,train,shard_0,shard_0/images/e5a40455748ec0780472.jpg
84b50ea8f0da1b4c01e1.jpg,0,train,shard_0,shard_0/images/84b50ea8f0da1b4c01e1.jpg
5a23fbcc021fa8993af2.jpg,1,train,shard_0,shard_0/images/5a23fbcc021fa8993af2.jpg
7d508c13b28026dcd5c3.jpg,1,train,shard_0,shard_0/images/7d508c13b28026dcd5c3.jpg
617e4fc20b287b8ef5b2.jpg,1,train,shard_0,shard_0/images/617e4fc20b287b8ef5b2.jpg
3f25d48c437f02a40b25.jpg,0,train,shard_0,shard_0/images/3f25d48c437f02a40b25.jpg
0d22a86ed7493482a19b.jpg,0,train,shard_0,shard_0/images/0d22a86ed7493482a19b.jpg
e093d552e88a978d6412.jpg,1,train,shard_0,shard_0/images/e093d552e88a978d6412.jpg
1d19e7f6d18f45cda603.jpg,0,train,shard_0,shard_0/images/1d19e7f6d18f45cda603.jpg
4e5756a968402672e762.jpg,0,train,shard_0,shard_0/images/4e5756a968402672e762.jpg
77f6eef9a71ab83759f2.jpg,1,train,shard_0,shard_0/images/77f6eef9a71ab83759f2.jpg
9e6699cd5e01373cd4e0.jpg,1,train,shard_0,shard_0/images/9e6699cd5e01373cd4e0.jpg
b12bcfdf9b68eabb4c69.jpg,0,train,shard_0,shard_0/images/b12bcfdf9b68eabb4c69.jpg
ebf526f9d6175486db07.jpg,0,train,shard_0,shard_0/images/ebf526f9d6175486db07.jpg
09782991328b494d105b.jpg,1,train,shard_0,shard_0/images/09782991328b494d105b.jpg
84ded1b98d8664f25a0b.jpg,1,train,shard_0,shard_0/images/84ded1b98d8664f25a0b.jpg
73b477170c5dd97323aa.jpg,0,train,shard_0,shard_0/images/73b477170c5dd97323aa.jpg
e7ee6f16a11fb17d6417.jpg,0,train,shard_0,shard_0/images/e7ee6f16a11fb17d6417.jpg
1b7864f3ffc1f1bd7ee6.jpg,1,train,shard_0,shard_0/images/1b7864f3ffc1f1bd7ee6.jpg
d5f0941a218f9063fae1.jpg,1,train,shard_0,shard_0/images/d5f0941a218f9063fae1.jpg
0571ab7cb3a4f9380c82.jpg,0,train,shard_0,shard_0/images/0571ab7cb3a4f9380c82.jpg
83c2689fd1185ca4f6f1.jpg,1,train,shard_0,shard_0/images/83c2689fd1185ca4f6f1.jpg
e283c04877efac044d6a.jpg,0,train,shard_0,shard_0/images/e283c04877efac044d6a.jpg
c1f6891f0f80df646304.jpg,1,train,shard_0,shard_0/images/c1f6891f0f80df646304.jpg
2857a7b29a8f00e42559.jpg,0,train,shard_0,shard_0/images/2857a7b29a8f00e42559.jpg
42d6add691b2be099d36.jpg,0,train,shard_0,shard_0/images/42d6add691b2be099d36.jpg
340e644c1063f4d818d9.jpg,1,train,shard_0,shard_0/images/340e644c1063f4d818d9.jpg
87151cbb90598a1b960d.jpg,0,train,shard_0,shard_0/images/87151cbb90598a1b960d.jpg
9d05bdf46ed9b70ec0d4.jpg,1,train,shard_0,shard_0/images/9d05bdf46ed9b70ec0d4.jpg
5760fb49239418f30cdb.jpg,1,train,shard_0,shard_0/images/5760fb49239418f30cdb.jpg
b1eae91796e11a822cc6.jpg,1,train,shard_0,shard_0/images/b1eae91796e11a822cc6.jpg
c18ac674a7ee307ca637.jpg,1,train,shard_0,shard_0/images/c18ac674a7ee307ca637.jpg
be54b7cc394878b91073.jpg,1,train,shard_0,shard_0/images/be54b7cc394878b91073.jpg
12ff4fcd5eff67f9d5bd.jpg,1,train,shard_0,shard_0/images/12ff4fcd5eff67f9d5bd.jpg
2c271425481bb0c4afa6.jpg,1,train,shard_0,shard_0/images/2c271425481bb0c4afa6.jpg
0f67e38caa936984d58d.jpg,1,train,shard_0,shard_0/images/0f67e38caa936984d58d.jpg
f7c23856bfa2d977161c.jpg,1,train,shard_0,shard_0/images/f7c23856bfa2d977161c.jpg
62d5970138b432a94179.jpg,1,train,shard_0,shard_0/images/62d5970138b432a94179.jpg
dea8aa03e3803747db73.jpg,0,train,shard_0,shard_0/images/dea8aa03e3803747db73.jpg
936738a575975b4a3090.jpg,1,train,shard_0,shard_0/images/936738a575975b4a3090.jpg
18e5d73a29e60b38ee70.jpg,1,train,shard_0,shard_0/images/18e5d73a29e60b38ee70.jpg
19858631ad5386ef0e87.jpg,0,train,shard_0,shard_0/images/19858631ad5386ef0e87.jpg
2d5bca87a2ddc6b9cab2.jpg,0,train,shard_0,shard_0/images/2d5bca87a2ddc6b9cab2.jpg
b4e823c5ddda4a246b70.jpg,1,train,shard_0,shard_0/images/b4e823c5ddda4a246b70.jpg
19f858e5aa5df4040931.jpg,0,train,shard_0,shard_0/images/19f858e5aa5df4040931.jpg
2290232f8c9e57e42ad7.jpg,0,train,shard_0,shard_0/images/2290232f8c9e57e42ad7.jpg
cf922ad553024f1c602a.jpg,1,train,shard_0,shard_0/images/cf922ad553024f1c602a.jpg
d6c44d3a69cd47a0c85e.jpg,0,train,shard_0,shard_0/images/d6c44d3a69cd47a0c85e.jpg
d44b974aaf888cfbee6f.jpg,1,train,shard_0,shard_0/images/d44b974aaf888cfbee6f.jpg
4412bce6a5d402685d6d.jpg,0,train,shard_0,shard_0/images/4412bce6a5d402685d6d.jpg
dc802655d3fb0b628232.jpg,1,train,shard_0,shard_0/images/dc802655d3fb0b628232.jpg
b4a05f275b246a79bf87.jpg,0,train,shard_0,shard_0/images/b4a05f275b246a79bf87.jpg
64cb8f9facbc020390b7.jpg,0,train,shard_0,shard_0/images/64cb8f9facbc020390b7.jpg
905d3f19dcdfd4ce68ae.jpg,1,train,shard_0,shard_0/images/905d3f19dcdfd4ce68ae.jpg
da7144413627ccbda5c7.jpg,1,train,shard_0,shard_0/images/da7144413627ccbda5c7.jpg
dc2ad680230e37bfb241.jpg,1,train,shard_0,shard_0/images/dc2ad680230e37bfb241.jpg
215219a0028bee8bf78b.jpg,1,train,shard_0,shard_0/images/215219a0028bee8bf78b.jpg
7f4bfcbfee99307f1f31.jpg,0,train,shard_0,shard_0/images/7f4bfcbfee99307f1f31.jpg
89d833e2fd3dafaa622b.jpg,0,train,shard_0,shard_0/images/89d833e2fd3dafaa622b.jpg
7dce2b34b8fd33d00688.jpg,1,train,shard_0,shard_0/images/7dce2b34b8fd33d00688.jpg
679e844398f89fefffb6.jpg,1,train,shard_0,shard_0/images/679e844398f89fefffb6.jpg
a3531ceaa71d1c49639c.jpg,1,train,shard_0,shard_0/images/a3531ceaa71d1c49639c.jpg
3822530f0a9939e78930.jpg,1,train,shard_0,shard_0/images/3822530f0a9939e78930.jpg
63a803415eead2255734.jpg,0,train,shard_0,shard_0/images/63a803415eead2255734.jpg
3484bc8ac11f86be8d0a.jpg,1,train,shard_0,shard_0/images/3484bc8ac11f86be8d0a.jpg
b665dc33e4d9691e107c.jpg,0,train,shard_0,shard_0/images/b665dc33e4d9691e107c.jpg
63839ff8b117adfb0adc.jpg,1,train,shard_0,shard_0/images/63839ff8b117adfb0adc.jpg
87374197518ea12bea3b.jpg,1,train,shard_0,shard_0/images/87374197518ea12bea3b.jpg
e10385a506e94087e12c.jpg,0,train,shard_0,shard_0/images/e10385a506e94087e12c.jpg
7a46e16f7b8253d9e601.jpg,0,train,shard_0,shard_0/images/7a46e16f7b8253d9e601.jpg
e5b5a149c2c1965b9f5a.jpg,1,train,shard_0,shard_0/images/e5b5a149c2c1965b9f5a.jpg
8e20acdb92d488b18ebf.jpg,1,train,shard_0,shard_0/images/8e20acdb92d488b18ebf.jpg
09ff2f968e9e7feadf21.jpg,0,train,shard_0,shard_0/images/09ff2f968e9e7feadf21.jpg
0da56b35a6f9eb1d2635.jpg,1,train,shard_0,shard_0/images/0da56b35a6f9eb1d2635.jpg
bc4918b8a969fe9c27f9.jpg,1,train,shard_0,shard_0/images/bc4918b8a969fe9c27f9.jpg
3b8bd897605c3d4f6a50.jpg,0,train,shard_0,shard_0/images/3b8bd897605c3d4f6a50.jpg
8530e86bd81594f4a4c0.jpg,1,train,shard_0,shard_0/images/8530e86bd81594f4a4c0.jpg
3d1febe6744786eb05e4.jpg,0,train,shard_0,shard_0/images/3d1febe6744786eb05e4.jpg
840edb28cd932b8c53a5.jpg,0,train,shard_0,shard_0/images/840edb28cd932b8c53a5.jpg
ff1047fc957d76eb24a7.jpg,0,train,shard_0,shard_0/images/ff1047fc957d76eb24a7.jpg
5fae166041e35d605c50.jpg,1,train,shard_0,shard_0/images/5fae166041e35d605c50.jpg
9698351b78d85fddfa7e.jpg,1,train,shard_0,shard_0/images/9698351b78d85fddfa7e.jpg
2f527082a5775f0bc3a0.jpg,0,train,shard_0,shard_0/images/2f527082a5775f0bc3a0.jpg
847b2724d1541e554962.jpg,0,train,shard_0,shard_0/images/847b2724d1541e554962.jpg
0d30aa1bed77791f6230.jpg,0,train,shard_0,shard_0/images/0d30aa1bed77791f6230.jpg
8ef5f46facaf51e1143b.jpg,0,train,shard_0,shard_0/images/8ef5f46facaf51e1143b.jpg
a655ee32b908e2cddb3f.jpg,0,train,shard_0,shard_0/images/a655ee32b908e2cddb3f.jpg
d5fe627c58a8df310170.jpg,0,train,shard_0,shard_0/images/d5fe627c58a8df310170.jpg
1ae3fea52bf0eddf8435.jpg,0,train,shard_0,shard_0/images/1ae3fea52bf0eddf8435.jpg
362a618d209c13438167.jpg,1,train,shard_0,shard_0/images/362a618d209c13438167.jpg
8762236b110a8981edc4.jpg,1,train,shard_0,shard_0/images/8762236b110a8981edc4.jpg
4db86be01a9a530d381a.jpg,0,train,shard_0,shard_0/images/4db86be01a9a530d381a.jpg
27618b8542f36fa63c1e.jpg,0,train,shard_0,shard_0/images/27618b8542f36fa63c1e.jpg
61741064ff2a6caa0712.jpg,0,train,shard_0,shard_0/images/61741064ff2a6caa0712.jpg
26521673893c0388f36f.jpg,0,train,shard_0,shard_0/images/26521673893c0388f36f.jpg
0baf738b6068599384e5.jpg,1,train,shard_0,shard_0/images/0baf738b6068599384e5.jpg
f67390d40f7aa63995ca.jpg,1,train,shard_0,shard_0/images/f67390d40f7aa63995ca.jpg
31c53519195c6bb604d7.jpg,0,train,shard_0,shard_0/images/31c53519195c6bb604d7.jpg
a659289150c54992c048.jpg,1,train,shard_0,shard_0/images/a659289150c54992c048.jpg
23df9967657863fd78a1.jpg,1,train,shard_0,shard_0/images/23df9967657863fd78a1.jpg
123d6c570e6ff98aa792.jpg,1,train,shard_0,shard_0/images/123d6c570e6ff98aa792.jpg
3e8151a57281f98d1ad7.jpg,0,train,shard_0,shard_0/images/3e8151a57281f98d1ad7.jpg
3e6926868399b17a95c3.jpg,0,train,shard_0,shard_0/images/3e6926868399b17a95c3.jpg
5b9b6932ebf3f53b846c.jpg,1,train,shard_0,shard_0/images/5b9b6932ebf3f53b846c.jpg
ef3911f6536fa97604f2.jpg,0,train,shard_0,shard_0/images/ef3911f6536fa97604f2.jpg
a4687dde40860eeca619.jpg,1,train,shard_0,shard_0/images/a4687dde40860eeca619.jpg
f21cd6652a92278fcd00.jpg,0,train,shard_0,shard_0/images/f21cd6652a92278fcd00.jpg
c3c166ec5298b3d82fc7.jpg,0,train,shard_0,shard_0/images/c3c166ec5298b3d82fc7.jpg
01bd7cbe5e1e54e9dbce.jpg,1,train,shard_0,shard_0/images/01bd7cbe5e1e54e9dbce.jpg
ecc6d3514f7520315b83.jpg,1,train,shard_0,shard_0/images/ecc6d3514f7520315b83.jpg
4d89eb37853061849503.jpg,0,train,shard_0,shard_0/images/4d89eb37853061849503.jpg
e6dafea69f3d9639f82b.jpg,0,train,shard_0,shard_0/images/e6dafea69f3d9639f82b.jpg
187f2580cef66b023ed5.jpg,0,train,shard_0,shard_0/images/187f2580cef66b023ed5.jpg
43df649ee960ed8aded6.jpg,0,train,shard_0,shard_0/images/43df649ee960ed8aded6.jpg
58e40919fe1e80a5f9dc.jpg,0,train,shard_0,shard_0/images/58e40919fe1e80a5f9dc.jpg
dd28a009fa22075b5033.jpg,0,train,shard_0,shard_0/images/dd28a009fa22075b5033.jpg
db2efbd5f21c105d4d73.jpg,0,train,shard_0,shard_0/images/db2efbd5f21c105d4d73.jpg
86f153857e41a64ecadb.jpg,1,train,shard_0,shard_0/images/86f153857e41a64ecadb.jpg
6fc93f0c0301d5072bf1.jpg,1,train,shard_0,shard_0/images/6fc93f0c0301d5072bf1.jpg
90f1994dd0c88e52310e.jpg,0,train,shard_0,shard_0/images/90f1994dd0c88e52310e.jpg
d4719e065349a98f6a70.jpg,0,train,shard_0,shard_0/images/d4719e065349a98f6a70.jpg
c70f3b0c2b90aed0768a.jpg,0,train,shard_0,shard_0/images/c70f3b0c2b90aed0768a.jpg
4c03242d1759961c66a1.jpg,0,train,shard_0,shard_0/images/4c03242d1759961c66a1.jpg
7b09e87ae78c5025e7a2.jpg,0,train,shard_0,shard_0/images/7b09e87ae78c5025e7a2.jpg
2b206329009cbe7d2117.jpg,0,train,shard_0,shard_0/images/2b206329009cbe7d2117.jpg
ae0bc6acae03c2adac24.jpg,0,train,shard_0,shard_0/images/ae0bc6acae03c2adac24.jpg
2a5a9296c5e5360bcaa6.jpg,1,train,shard_0,shard_0/images/2a5a9296c5e5360bcaa6.jpg
dacc11bb539770e9d176.jpg,1,train,shard_0,shard_0/images/dacc11bb539770e9d176.jpg
3f90ea508ccf8af19908.jpg,1,train,shard_0,shard_0/images/3f90ea508ccf8af19908.jpg
c1e6370e530a3f380615.jpg,0,train,shard_0,shard_0/images/c1e6370e530a3f380615.jpg
0647ce259f97287d43d4.jpg,1,train,shard_0,shard_0/images/0647ce259f97287d43d4.jpg
b051cd74c557e271180e.jpg,0,train,shard_0,shard_0/images/b051cd74c557e271180e.jpg
9c0b60abf3d94f2d02cf.jpg,1,train,shard_0,shard_0/images/9c0b60abf3d94f2d02cf.jpg
e3cbeb7317554148d207.jpg,0,train,shard_0,shard_0/images/e3cbeb7317554148d207.jpg
1876b257503d75c9f43d.jpg,1,train,shard_0,shard_0/images/1876b257503d75c9f43d.jpg
fb38aafc6d778ae8bac2.jpg,0,train,shard_0,shard_0/images/fb38aafc6d778ae8bac2.jpg
e62b776a959522921f35.jpg,1,train,shard_0,shard_0/images/e62b776a959522921f35.jpg
4c1800355db5f5868b2a.jpg,1,train,shard_0,shard_0/images/4c1800355db5f5868b2a.jpg
752fe2f036ed72ee2e60.jpg,1,train,shard_0,shard_0/images/752fe2f036ed72ee2e60.jpg
c443d8ba5d4a635ad79e.jpg,1,train,shard_0,shard_0/images/c443d8ba5d4a635ad79e.jpg
94047a6afa1fb8f40034.jpg,1,train,shard_0,shard_0/images/94047a6afa1fb8f40034.jpg
7273142f8b8d4ac461fe.jpg,0,train,shard_0,shard_0/images/7273142f8b8d4ac461fe.jpg
8e8b28a67c995d35e604.jpg,1,train,shard_0,shard_0/images/8e8b28a67c995d35e604.jpg
0126afc65b7006333656.jpg,0,train,shard_0,shard_0/images/0126afc65b7006333656.jpg
bbea020e9c8eb5c28bde.jpg,1,train,shard_0,shard_0/images/bbea020e9c8eb5c28bde.jpg
82892b114463567cec90.jpg,1,train,shard_0,shard_0/images/82892b114463567cec90.jpg
5126ecf3a824bb358508.jpg,0,train,shard_0,shard_0/images/5126ecf3a824bb358508.jpg
4d5cb7c743ad5efd7881.jpg,1,train,shard_0,shard_0/images/4d5cb7c743ad5efd7881.jpg
00442849e441d62bfdc0.jpg,0,train,shard_0,shard_0/images/00442849e441d62bfdc0.jpg
88c7cc030044a7d5112b.jpg,0,train,shard_0,shard_0/images/88c7cc030044a7d5112b.jpg
77adffe671bf0f4959af.jpg,1,train,shard_0,shard_0/images/77adffe671bf0f4959af.jpg
24e074463e7fdb6eac64.jpg,1,train,shard_0,shard_0/images/24e074463e7fdb6eac64.jpg
4c26583d2c020c0af82e.jpg,1,train,shard_0,shard_0/images/4c26583d2c020c0af82e.jpg
f1878bea8c17042357df.jpg,0,train,shard_0,shard_0/images/f1878bea8c17042357df.jpg
ee7b55149661a8e9e0f9.jpg,0,train,shard_0,shard_0/images/ee7b55149661a8e9e0f9.jpg
01e53cf33e0259f8d843.jpg,1,train,shard_0,shard_0/images/01e53cf33e0259f8d843.jpg
56299c770be689711d0b.jpg,0,train,shard_0,shard_0/images/56299c770be689711d0b.jpg
d4db3a50cec2d92bbafd.jpg,1,train,shard_0,shard_0/images/d4db3a50cec2d92bbafd.jpg
500c2738e1367aecf89e.jpg,0,train,shard_0,shard_0/images/500c2738e1367aecf89e.jpg
cfacb28fec2d0692bd02.jpg,0,train,shard_0,shard_0/images/cfacb28fec2d0692bd02.jpg
711832b6d4f9dc5917f6.jpg,0,train,shard_0,shard_0/images/711832b6d4f9dc5917f6.jpg
611a0953d605d9b8e89e.jpg,0,train,shard_0,shard_0/images/611a0953d605d9b8e89e.jpg
bbf91b23dd9b98dc59bf.jpg,0,train,shard_0,shard_0/images/bbf91b23dd9b98dc59bf.jpg
6ff986220892bc5e988e.jpg,1,train,shard_0,shard_0/images/6ff986220892bc5e988e.jpg
9a08bba1bfac8d6c4232.jpg,1,train,shard_0,shard_0/images/9a08bba1bfac8d6c4232.jpg
89c8a19d17e655ce28c4.jpg,0,train,shard_0,shard_0/images/89c8a19d17e655ce28c4.jpg
17fb6f2c470dd25e2fda.jpg,1,train,shard_0,shard_0/images/17fb6f2c470dd25e2fda.jpg
ae519431cc7d9034dd3e.jpg,0,train,shard_0,shard_0/images/ae519431cc7d9034dd3e.jpg
2e840e56fa163ecfb75d.jpg,0,train,shard_0,shard_0/images/2e840e56fa163ecfb75d.jpg
312dc5ebbf0bc95d8424.jpg,0,train,shard_0,shard_0/images/312dc5ebbf0bc95d8424.jpg
08a751390c9137d37807.jpg,1,train,shard_0,shard_0/images/08a751390c9137d37807.jpg
ad7a194cf57e8a843a83.jpg,0,train,shard_0,shard_0/images/ad7a194cf57e8a843a83.jpg
b36e9bbd2910d986afac.jpg,1,train,shard_0,shard_0/images/b36e9bbd2910d986afac.jpg
5622ca08b4df0b442bda.jpg,1,train,shard_0,shard_0/images/5622ca08b4df0b442bda.jpg
30138826ea274362c312.jpg,0,train,shard_0,shard_0/images/30138826ea274362c312.jpg
0f9ead0fe6987efd8f14.jpg,1,train,shard_0,shard_0/images/0f9ead0fe6987efd8f14.jpg
004ceb52c3826ec0d6a3.jpg,1,train,shard_0,shard_0/images/004ceb52c3826ec0d6a3.jpg
f60418ef7cfc8c9300fd.jpg,0,train,shard_0,shard_0/images/f60418ef7cfc8c9300fd.jpg
d79a48dee9bb0b7e59b8.jpg,1,train,shard_0,shard_0/images/d79a48dee9bb0b7e59b8.jpg
fabaf4b0def2ceaa6aac.jpg,1,train,shard_0,shard_0/images/fabaf4b0def2ceaa6aac.jpg
9a1642f4ce6c4bae268b.jpg,0,train,shard_0,shard_0/images/9a1642f4ce6c4bae268b.jpg
f2823066639b505dd19f.jpg,1,train,shard_0,shard_0/images/f2823066639b505dd19f.jpg
43c8db376fd0b028c1df.jpg,1,train,shard_0,shard_0/images/43c8db376fd0b028c1df.jpg
1bf2751881c0b0c85816.jpg,1,train,shard_0,shard_0/images/1bf2751881c0b0c85816.jpg
f39e45abec900b00926a.jpg,1,train,shard_0,shard_0/images/f39e45abec900b00926a.jpg
ac6a8b42df661e863c61.jpg,0,train,shard_0,shard_0/images/ac6a8b42df661e863c61.jpg
bb2dae0bf6767cdf0e2a.jpg,1,train,shard_0,shard_0/images/bb2dae0bf6767cdf0e2a.jpg
8ce669663b2c576fc2d4.jpg,0,train,shard_0,shard_0/images/8ce669663b2c576fc2d4.jpg
06cccf314820a427adcc.jpg,1,train,shard_0,shard_0/images/06cccf314820a427adcc.jpg
b5a20ce2045620d8ea73.jpg,0,train,shard_0,shard_0/images/b5a20ce2045620d8ea73.jpg
35eb87a46e530be45f22.jpg,0,train,shard_0,shard_0/images/35eb87a46e530be45f22.jpg
42b3d9994531de65c6b6.jpg,0,train,shard_0,shard_0/images/42b3d9994531de65c6b6.jpg
fb93f8a2860c94d6bedc.jpg,1,train,shard_0,shard_0/images/fb93f8a2860c94d6bedc.jpg
974ddda5e64cdbe8250a.jpg,0,train,shard_0,shard_0/images/974ddda5e64cdbe8250a.jpg
755aebd5b24facc72107.jpg,1,train,shard_0,shard_0/images/755aebd5b24facc72107.jpg
8f966ef3b829febae481.jpg,1,train,shard_0,shard_0/images/8f966ef3b829febae481.jpg
edf14342538ae9a48c22.jpg,0,train,shard_0,shard_0/images/edf14342538ae9a48c22.jpg
38033ac25fd92b6cdb90.jpg,1,train,shard_0,shard_0/images/38033ac25fd92b6cdb90.jpg
83cb18fa45ce1f8d6858.jpg,1,train,shard_0,shard_0/images/83cb18fa45ce1f8d6858.jpg
6c53027c7373b2e57ee2.jpg,0,train,shard_0,shard_0/images/6c53027c7373b2e57ee2.jpg
1a03dd41c17bd6dc309a.jpg,1,train,shard_0,shard_0/images/1a03dd41c17bd6dc309a.jpg
4882dea8526f6050d093.jpg,1,train,shard_0,shard_0/images/4882dea8526f6050d093.jpg
514653fce8c90823a3d8.jpg,0,train,shard_0,shard_0/images/514653fce8c90823a3d8.jpg
095785f9e6275ff1abe1.jpg,1,train,shard_0,shard_0/images/095785f9e6275ff1abe1.jpg
65a3f31c697b56c38661.jpg,0,train,shard_0,shard_0/images/65a3f31c697b56c38661.jpg
49abb8767eb87374ddd7.jpg,0,train,shard_0,shard_0/images/49abb8767eb87374ddd7.jpg
58647a976676c5b81b66.jpg,0,train,shard_0,shard_0/images/58647a976676c5b81b66.jpg
183e5c1ae685763f804e.jpg,1,train,shard_0,shard_0/images/183e5c1ae685763f804e.jpg
ca4c812627b085441e72.jpg,0,train,shard_0,shard_0/images/ca4c812627b085441e72.jpg
03dd7bf5338741a48f2e.jpg,0,train,shard_0,shard_0/images/03dd7bf5338741a48f2e.jpg
b02f04a5f462d32181f9.jpg,1,train,shard_0,shard_0/images/b02f04a5f462d32181f9.jpg
150120d139759d56bd64.jpg,0,train,shard_0,shard_0/images/150120d139759d56bd64.jpg
6de14cdde8a11185163a.jpg,0,train,shard_0,shard_0/images/6de14cdde8a11185163a.jpg
fc7c92dfb661d002968b.jpg,0,train,shard_0,shard_0/images/fc7c92dfb661d002968b.jpg
0bfd34bb0d07d8533444.jpg,0,train,shard_0,shard_0/images/0bfd34bb0d07d8533444.jpg
c2ff1aa2cd3ddd0cf075.jpg,0,train,shard_0,shard_0/images/c2ff1aa2cd3ddd0cf075.jpg
f767b2afe8c8b64474d1.jpg,0,train,shard_0,shard_0/images/f767b2afe8c8b64474d1.jpg
98eaca826dc7b5f3fd07.jpg,1,train,shard_0,shard_0/images/98eaca826dc7b5f3fd07.jpg
1573412d45e39ab1dfb8.jpg,0,train,shard_0,shard_0/images/1573412d45e39ab1dfb8.jpg
674263956ab7e933ccfb.jpg,0,train,shard_0,shard_0/images/674263956ab7e933ccfb.jpg
6f7d78902f942345fb77.jpg,0,train,shard_0,shard_0/images/6f7d78902f942345fb77.jpg
9605df9f90a42deefe51.jpg,1,train,shard_0,shard_0/images/9605df9f90a42deefe51.jpg
91a5be2af503a7261c1f.jpg,1,train,shard_0,shard_0/images/91a5be2af503a7261c1f.jpg
48b5cd107c2730973e00.jpg,1,train,shard_0,shard_0/images/48b5cd107c2730973e00.jpg
8ac1c04cee2a77efe84b.jpg,0,train,shard_0,shard_0/images/8ac1c04cee2a77efe84b.jpg
29e0a505362ef8021e25.jpg,1,train,shard_0,shard_0/images/29e0a505362ef8021e25.jpg
cc85368de2f747e73550.jpg,0,train,shard_0,shard_0/images/cc85368de2f747e73550.jpg
95b5c09f903f4bbf5f02.jpg,1,train,shard_0,shard_0/images/95b5c09f903f4bbf5f02.jpg
6fbac5005a86e93497bd.jpg,0,train,shard_0,shard_0/images/6fbac5005a86e93497bd.jpg
214142a9e69305ec411a.jpg,0,train,shard_0,shard_0/images/214142a9e69305ec411a.jpg
d2c3f17cc98ef4809ebe.jpg,0,train,shard_0,shard_0/images/d2c3f17cc98ef4809ebe.jpg
31354ebb255fbd417b7f.jpg,1,train,shard_0,shard_0/images/31354ebb255fbd417b7f.jpg
551431b369d7f896dfff.jpg,0,train,shard_0,shard_0/images/551431b369d7f896dfff.jpg
cdc2cc0d347c3d310936.jpg,0,train,shard_0,shard_0/images/cdc2cc0d347c3d310936.jpg
f83300578845fb277c3c.jpg,1,train,shard_0,shard_0/images/f83300578845fb277c3c.jpg
44713acb2442ecf4d16a.jpg,1,train,shard_0,shard_0/images/44713acb2442ecf4d16a.jpg
e877b04377a5b1ecda48.jpg,1,train,shard_0,shard_0/images/e877b04377a5b1ecda48.jpg
83cdc48bbb0c9be988f5.jpg,0,train,shard_0,shard_0/images/83cdc48bbb0c9be988f5.jpg
